id,date,title,authors,link_abstract,link_pdf
2107.12808v2,2021-07-31 16:55:19,Open-Ended Learning Leads to Generally Capable Agents, Open Ended Learning Team|Adam Stooke|Anuj Mahajan|Catarina Barros|Charlie Deck|Jakob Bauer|Jakub Sygnowski|Maja Trebacz|Max Jaderberg|Michael Mathieu|Nat McAleese|Nathalie Bradley-Schmieg|Nathaniel Wong|Nicolas Porcel|Roberta Raileanu|Steph Hughes-Fitt|Valentin Dalibard|Wojciech Marian Czarnecki,http://arxiv.org/abs/2107.12808v2,http://arxiv.org/pdf/2107.12808v2
2107.14330v2,2021-08-10 08:40:04,"Developing Open Source Educational Resources for Machine Learning and
  Data Science",Ludwig Bothmann|Sven Strickroth|Giuseppe Casalicchio|David Rügamer|Marius Lindauer|Fabian Scheipl|Bernd Bischl,http://arxiv.org/abs/2107.14330v2,http://arxiv.org/pdf/2107.14330v2
2108.07883v2,2021-12-03 00:58:37,CUORE Opens the Door to Tonne-scale Cryogenics Experiments, CUORE Collaboration|D. Q. Adams|C. Alduino|F. Alessandria|K. Alfonso|E. Andreotti|F. T. Avignone III|O. Azzolini|M. Balata|I. Bandac|T. I. Banks|G. Bari|M. Barucci|J. W. Beeman|F. Bellini|G. Benato|M. Beretta|A. Bersani|D. Biare|M. Biassoni|F. Bragazzi|A. Branca|C. Brofferio|A. Bryant|A. Buccheri|C. Bucci|C. Bulfon|A. Camacho|J. Camilleri|A. Caminata|A. Campani|L. Canonica|X. G. Cao|S. Capelli|M. Capodiferro|L. Cappelli|L. Cardani|M. Cariello|P. Carniti|M. Carrettoni|N. Casali|L. Cassina|E. Celi|R. Cereseto|G. Ceruti|A. Chiarini|D. Chiesa|N. Chott|M. Clemenza|D. Conventi|S. Copello|C. Cosmelli|O. Cremonesi|C. Crescentini|R. J. Creswick|J. S. Cushman|A. D'Addabbo|D. D'Aguanno|I. Dafinei|V. Datskov|C. J. Davis|F. Del Corso|S. Dell'Oro|M. M. Deninno|S. Di Domizio|V. Dompè|M. L. Di Vacri|L. Di Paolo|A. Drobizhev|L. Ejzak|R. Faccini|D. Q. Fang|G. Fantini|M. Faverzani|E. Ferri|F. Ferroni|E. Fiorini|M. A. Franceschi|S. J. Freedman|S. H. Fu|B. K. Fujikawa|R. Gaigher|S. Ghislandi|A. Giachero|L. Gironi|A. Giuliani|L. Gladstone|J. Goett|P. Gorla|C. Gotti|C. Guandalini|M. Guerzoni|M. Guetti|T. D. Gutierrez|E. E. Haller|K. Han|E. V. Hansen|K. M. Heeger|R. Hennings-Yeomans|K. P. Hickerson|R. G. Huang|H. Z. Huang|M. Iannone|L. Ioannucci|J. Johnston|R. Kadel|G. Keppel|L. Kogler|Yu. G. Kolomensky|A. Leder|C. Ligi|K. E. Lim|R. Liu|L. Ma|Y. G. Ma|C. Maiano|M. Maino|L. Marini|M. Martinez|C. Martinez Amaya|R. H. Maruyama|D. Mayer|R. Mazza|Y. Mei|N. Moggi|S. Morganti|P. J. Mosteiro|S. S. Nagorny|T. Napolitano|M. Nastasi|J. Nikkel|S. Nisi|C. Nones|E. B. Norman|V. Novati|A. Nucciotti|I. Nutini|T. O'Donnell|M. Olcese|E. Olivieri|F. Orio|D. Orlandi|J. L. Ouellet|S. Pagan|C. E. Pagliarone|L. Pagnanini|M. Pallavicini|V. Palmieri|L. Pattavina|M. Pavan|M. Pedretti|R. Pedrotta|A. Pelosi|M. Perego|G. Pessina|V. Pettinacci|G. Piperno|C. Pira|S. Pirro|S. Pozzi|E. Previtali|A. Puiu|S. Quitadamo|F. Reindl|F. Rimondi|L. Risegari|C. Rosenfeld|C. Rossi|C. Rusconi|M. Sakai|E. Sala|C. Salvioni|S. Sangiorgio|D. Santone|D. Schaeffer|B. Schmidt|J. Schmidt|N. D. Scielzo|V. Sharma|V. Singh|M. Sisti|A. R. Smith|D. Speller|F. Stivanello|P. T. Surukuchi|L. Taffarello|L. Tatananni|M. Tenconi|F. Terranova|M. Tessaro|C. Tomei|G. Ventura|K. J. Vetter|M. Vignati|S. L. Wagaarachchi|J. Wallig|B. S. Wang|H. W. Wang|B. Welliver|J. Wilson|K. Wilson|L. A. Winslow|T. Wise|L. Zanotti|C. Zarra|G. Q. Zhang|B. X. Zhu|S. Zimmermann|S. Zucchelli,http://arxiv.org/abs/2108.07883v2,http://arxiv.org/pdf/2108.07883v2
2108.10761v1,2021-08-24 14:08:55,"Federated Learning for Privacy-Preserving Open Innovation Future on
  Digital Health",Guodong Long|Tao Shen|Yue Tan|Leah Gerrard|Allison Clarke|Jing Jiang,http://arxiv.org/abs/2108.10761v1,http://arxiv.org/pdf/2108.10761v1
2109.01378v1,2021-09-03 08:46:22,"Open Data Ecosystems -- an empirical investigation into an emerging
  industry collaboration concept",Per Runeson|Thomas Olsson|Johan Linåker,http://arxiv.org/abs/2109.01378v1,http://arxiv.org/pdf/2109.01378v1
2109.07644v5,2022-06-20 07:27:01,"OPV2V: An Open Benchmark Dataset and Fusion Pipeline for Perception with
  Vehicle-to-Vehicle Communication",Runsheng Xu|Hao Xiang|Xin Xia|Xu Han|Jinlong Li|Jiaqi Ma,http://arxiv.org/abs/2109.07644v5,http://arxiv.org/pdf/2109.07644v5
2110.00888v2,2022-04-13 17:51:51,Promoting Open Science Through Research Data Management,John A. Borghi|Ana E. Van Gulick,http://arxiv.org/abs/2110.00888v2,http://arxiv.org/pdf/2110.00888v2
2110.10780v3,2022-03-21 19:54:10,"An Open Natural Language Processing Development Framework for EHR-based
  Clinical Research: A case demonstration using the National COVID Cohort
  Collaborative (N3C)",Sijia Liu|Andrew Wen|Liwei Wang|Huan He|Sunyang Fu|Robert Miller|Andrew Williams|Daniel Harris|Ramakanth Kavuluru|Mei Liu|Noor Abu-el-rub|Dalton Schutte|Rui Zhang|Masoud Rouhizadeh|John D. Osborne|Yongqun He|Umit Topaloglu|Stephanie S Hong|Joel H Saltz|Thomas Schaffter|Emily Pfaff|Christopher G. Chute|Tim Duong|Melissa A. Haendel|Rafael Fuentes|Peter Szolovits|Hua Xu|Hongfang Liu|National COVID Cohort Collaborative|Natural Language Processing| Subgroup|National COVID Cohort Collaborative,http://arxiv.org/abs/2110.10780v3,http://arxiv.org/pdf/2110.10780v3
2111.06364v1,2021-11-11 18:23:39,"Open Data Fabric: A Decentralized Data Exchange and Transformation
  Protocol With Complete Reproducibility and Provenance",Sergii Mikhtoniuk|Ozge Nilay Yalcin,http://arxiv.org/abs/2111.06364v1,http://arxiv.org/pdf/2111.06364v1
2201.11208v1,2022-01-26 22:17:35,"OpenEMS: an open-source Package for Two-Stage Stochastic and Robust
  Optimization for Ambulance Location and Routing with Applications to
  Austin-Travis County EMS Data",Joshua Ong|David Kulpanowski|Yangxinyu Xie|Evdokia Nikolova|Ngoc Mai Tran,http://arxiv.org/abs/2201.11208v1,http://arxiv.org/pdf/2201.11208v1
2201.12379v1,2022-01-28 19:18:16,"Adiabatic Control of Decoherence-Free-Subspaces in an Open Collective
  System",Jarrod T. Reilly|Simon B. Jäger|John Cooper|Murray J. Holland,http://arxiv.org/abs/2201.12379v1,http://arxiv.org/pdf/2201.12379v1
2201.13406v1,2022-01-31 18:11:25,"A Computational Framework for Atrioventricular Valve Modeling using
  Open-Source Software",Wensi Wu|Stephen Ching|Steve A. Maas|Andras Lasso|Patricia Sabin|Jeffrey A. Weiss|Matthew A. Jolley,http://arxiv.org/abs/2201.13406v1,http://arxiv.org/pdf/2201.13406v1
2202.00979v1,2022-02-02 11:51:14,A Versatile Dataset of Agile Open Source Software Projects,Vali Tawosi|Afnan Al-Subaihin|Rebecca Moussa|Federica Sarro,http://arxiv.org/abs/2202.00979v1,http://arxiv.org/pdf/2202.00979v1
2202.03617v1,2022-02-08 03:17:14,"The role of Blockchain in DDoS attacks mitigation: techniques, open
  challenges and future directions",Rajasekhar Chaganti|Bharat Bhushan|Vinayakumar Ravi,http://arxiv.org/abs/2202.03617v1,http://arxiv.org/pdf/2202.03617v1
2203.16428v1,2022-03-06 16:46:58,Vulnerability Detection in Open Source Software: An Introduction,Stuart Millar,http://arxiv.org/abs/2203.16428v1,http://arxiv.org/pdf/2203.16428v1
2203.05195v1,2022-03-10 07:12:20,A Review of Open Source Software Tools for Time Series Analysis,Yunus Parvej Faniband|Iskandar Ishak|Sadiq M. Sait,http://arxiv.org/abs/2203.05195v1,http://arxiv.org/pdf/2203.05195v1
2203.07083v1,2022-03-10 13:44:50,Open-source Tools for Training Resources -- OTTR,Candace Savonen|Carrie Wright|Ava M. Hoffman|John Muschelli|Katherine Cox|Frederick J. Tan|Jeffrey T. Leek,http://arxiv.org/abs/2203.07083v1,http://arxiv.org/pdf/2203.07083v1
2203.10871v1,2022-03-21 10:47:31,"Follow the Leader: Technical and Inspirational Leadership in Open Source
  Software",Jerome Hergueux|Samuel Kessler,http://arxiv.org/abs/2203.10871v1,http://arxiv.org/pdf/2203.10871v1
2203.12019v1,2022-03-22 20:01:39,"OSSCAR, an open platform for collaborative development of computational
  tools for education in science",Dou Du|Taylor J. Baird|Sara Bonella|Giovanni Pizzi,http://arxiv.org/abs/2203.12019v1,http://arxiv.org/pdf/2203.12019v1
2203.14733v2,2022-10-04 08:11:03,"Open-VICO: An Open-Source Gazebo Toolkit for Vision-based Skeleton
  Tracking in Human-Robot Collaboration",Luca Fortini|Mattia Leonori|Juan M. Gandarias|Elena De Momi|Arash Ajoudani,http://arxiv.org/abs/2203.14733v2,http://arxiv.org/pdf/2203.14733v2
2204.01216v1,2022-04-04 02:56:12,"MLPro: A System for Hosting Crowdsourced Machine Learning Challenges for
  Open-Ended Research Problems",Peter Washington|Aayush Nandkeolyar|Sam Yang,http://arxiv.org/abs/2204.01216v1,http://arxiv.org/pdf/2204.01216v1
2204.12564v2,2022-05-18 00:50:10,Defining the role of open source software in research reproducibility,Lorena A. Barba,http://arxiv.org/abs/2204.12564v2,http://arxiv.org/pdf/2204.12564v2
2205.00005v2,2023-01-05 20:53:13,Optically detected magnetic resonance with an open source platform,Hossein Babashah|Hoda Shirzad|Elena Losero|Valentin Goblot|Christophe Galland|Mayeul Chipaux,http://arxiv.org/abs/2205.00005v2,http://arxiv.org/pdf/2205.00005v2
2206.08259v1,2022-06-01 11:48:01,CLEF. A Linked Open Data native system for Crowdsourcing,Marilena Daquino|Mari Wigham|Enrico Daga|Lucia Giagnolini|Francesca Tomasi,http://arxiv.org/abs/2206.08259v1,http://arxiv.org/pdf/2206.08259v1
2206.04460v3,2022-07-13 07:51:02,Open ERP System Data For Occupational Fraud Detection,Julian Tritscher|Fabian Gwinner|Daniel Schlör|Anna Krause|Andreas Hotho,http://arxiv.org/abs/2206.04460v3,http://arxiv.org/pdf/2206.04460v3
2206.07476v1,2022-06-15 12:26:12,"OpenCitations, an open e-infrastructure to foster maximum reuse of
  citation data",Chiara Di Giambattista|Ivan Heibi|Silvio Peroni|David Shotton,http://arxiv.org/abs/2206.07476v1,http://arxiv.org/pdf/2206.07476v1
2206.12338v2,2022-12-29 16:23:29,Diegetic Representation Of Feedback In Open Games,Matteo Capucci,http://arxiv.org/abs/2206.12338v2,http://arxiv.org/pdf/2206.12338v2
2207.01512v1,2022-06-27 11:03:56,"Advancing Education Through Extended Reality and Internet of Everything
  Enabled Metaverses: Applications, Challenges, and Open Issues",Senthil Kumar Jagatheesaperumal|Kashif Ahmad|Ala Al-Fuqaha|Junaid Qadir,http://arxiv.org/abs/2207.01512v1,http://arxiv.org/pdf/2207.01512v1
2207.02775v2,2022-07-07 06:16:59,"Open Science and Authorship of Supplementary Material. Evidence from a
  Research Community",Andrea Mannocci|Ornella Irrera|Paolo Manghi,http://arxiv.org/abs/2207.02775v2,http://arxiv.org/pdf/2207.02775v2
2207.03121v1,2022-07-07 07:04:12,"Will open science change authorship for good? Towards a quantitative
  analysis",Andrea Mannocci|Ornella Irrera|Paolo Manghi,http://arxiv.org/abs/2207.03121v1,http://arxiv.org/pdf/2207.03121v1
2207.10524v2,2022-08-01 16:55:04,"NusaCrowd: A Call for Open and Reproducible NLP Research in Indonesian
  Languages",Samuel Cahyawijaya|Alham Fikri Aji|Holy Lovenia|Genta Indra Winata|Bryan Wilie|Rahmad Mahendra|Fajri Koto|David Moeljadi|Karissa Vincentio|Ade Romadhony|Ayu Purwarianti,http://arxiv.org/abs/2207.10524v2,http://arxiv.org/pdf/2207.10524v2
2208.00062v1,2022-07-29 20:32:38,"A method for analyzing stakeholders' influence on an open source
  software ecosystem's requirements engineering process",Johan Linåker|Björn Regnell|Daniela Damian,http://arxiv.org/abs/2208.00062v1,http://arxiv.org/pdf/2208.00062v1
2208.00332v1,2022-07-31 01:48:19,"GitHub Marketplace for Practitioners and Researchers to Date: A
  Systematic Analysis of the Knowledge Mobilization Gap in Open Source Software
  Automation",Sk Golam Saroar|Waseefa Ahmed|Maleknaz Nayebi,http://arxiv.org/abs/2208.00332v1,http://arxiv.org/pdf/2208.00332v1
2209.13669v1,2022-08-06 13:26:08,"Improving Aircraft Localization: Experiences and Lessons Learned from an
  Open Competition",Martin Strohmeier|Mauro Leonardi|Sergei Markochev|Fabio Ricciato|Matthias Schäfer|Vincent Lenders,http://arxiv.org/abs/2209.13669v1,http://arxiv.org/pdf/2209.13669v1
2208.07006v1,2022-08-15 04:56:06,"Cooperative and uncooperative institution designs: Surprises and
  problems in open-source game theory",Andrew Critch|Michael Dennis|Stuart Russell,http://arxiv.org/abs/2208.07006v1,http://arxiv.org/pdf/2208.07006v1
2208.07910v1,2022-08-16 18:53:29,"When, Where, and How to Open Data: A Personal Perspective",Benjamin Nachman,http://arxiv.org/abs/2208.07910v1,http://arxiv.org/pdf/2208.07910v1
2209.04663v1,2022-09-10 13:14:20,"PyPSA-Earth. A New Global Open Energy System Optimization Model
  Demonstrated in Africa",Maximilian Parzen|Hazem Abdel-Khalek|Ekaterina Fedorova|Matin Mahmood|Martha Maria Frysztacki|Johannes Hampp|Lukas Franken|Leon Schumm|Fabian Neumann|Davide Poli|Aristides Kiprakis|Davide Fioriti,http://arxiv.org/abs/2209.04663v1,http://arxiv.org/pdf/2209.04663v1
2209.11050v1,2022-09-22 14:45:42,"A catalog of new Blazar candidates with Open Universe by High School
  students",L. Fronte|B. Mazzon|F. Metruccio|N. Munaretto|M. Doro|P. Giommi|I. Viale|U. Barres de Almeida| .|Liceo Scientifico Statale U. Morin|via Asseggiano 39| I-30174| Venezia| Italy|University of Padova|Dep. of Physics| Astronomy|via Marzolo 8| I-35131| Padova| Italy|INFN sez. Padova|via Marzolo 8| I-35131| Padova| Italy|Center for Astro| Particle|Planetary Physics|New York University Abu Dhabi|PO Box 129188 Abu Dhabi|United Arab Emirates|Institute for Advanced Study|Technische Universitat Muenchen|Lichtenbergstrasse 2a|D-85748 Garching bei Muenchen| Germany|Centro Brasileiro de Pesquisas Fisicas|Rio de Janeiro| Brasil,http://arxiv.org/abs/2209.11050v1,http://arxiv.org/pdf/2209.11050v1
2211.02701v1,2022-11-04 18:35:00,MONAI: An open-source framework for deep learning in healthcare,M. Jorge Cardoso|Wenqi Li|Richard Brown|Nic Ma|Eric Kerfoot|Yiheng Wang|Benjamin Murrey|Andriy Myronenko|Can Zhao|Dong Yang|Vishwesh Nath|Yufan He|Ziyue Xu|Ali Hatamizadeh|Andriy Myronenko|Wentao Zhu|Yun Liu|Mingxin Zheng|Yucheng Tang|Isaac Yang|Michael Zephyr|Behrooz Hashemian|Sachidanand Alle|Mohammad Zalbagi Darestani|Charlie Budd|Marc Modat|Tom Vercauteren|Guotai Wang|Yiwen Li|Yipeng Hu|Yunguan Fu|Benjamin Gorman|Hans Johnson|Brad Genereaux|Barbaros S. Erdal|Vikash Gupta|Andres Diaz-Pinto|Andre Dourson|Lena Maier-Hein|Paul F. Jaeger|Michael Baumgartner|Jayashree Kalpathy-Cramer|Mona Flores|Justin Kirby|Lee A. D. Cooper|Holger R. Roth|Daguang Xu|David Bericat|Ralf Floca|S. Kevin Zhou|Haris Shuaib|Keyvan Farahani|Klaus H. Maier-Hein|Stephen Aylward|Prerna Dogra|Sebastien Ourselin|Andrew Feng,http://arxiv.org/abs/2211.02701v1,http://arxiv.org/pdf/2211.02701v1
2211.05100v2,2022-12-11 01:09:36,BLOOM: A 176B-Parameter Open-Access Multilingual Language Model,BigScience Workshop| :|Teven Le Scao|Angela Fan|Christopher Akiki|Ellie Pavlick|Suzana Ilić|Daniel Hesslow|Roman Castagné|Alexandra Sasha Luccioni|François Yvon|Matthias Gallé|Jonathan Tow|Alexander M. Rush|Stella Biderman|Albert Webson|Pawan Sasanka Ammanamanchi|Thomas Wang|Benoît Sagot|Niklas Muennighoff|Albert Villanova del Moral|Olatunji Ruwase|Rachel Bawden|Stas Bekman|Angelina McMillan-Major|Iz Beltagy|Huu Nguyen|Lucile Saulnier|Samson Tan|Pedro Ortiz Suarez|Victor Sanh|Hugo Laurençon|Yacine Jernite|Julien Launay|Margaret Mitchell|Colin Raffel|Aaron Gokaslan|Adi Simhi|Aitor Soroa|Alham Fikri Aji|Amit Alfassy|Anna Rogers|Ariel Kreisberg Nitzav|Canwen Xu|Chenghao Mou|Chris Emezue|Christopher Klamm|Colin Leong|Daniel van Strien|David Ifeoluwa Adelani|Dragomir Radev|Eduardo González Ponferrada|Efrat Levkovizh|Ethan Kim|Eyal Bar Natan|Francesco De Toni|Gérard Dupont|Germán Kruszewski|Giada Pistilli|Hady Elsahar|Hamza Benyamina|Hieu Tran|Ian Yu|Idris Abdulmumin|Isaac Johnson|Itziar Gonzalez-Dios|Javier de la Rosa|Jenny Chim|Jesse Dodge|Jian Zhu|Jonathan Chang|Jörg Frohberg|Joseph Tobing|Joydeep Bhattacharjee|Khalid Almubarak|Kimbo Chen|Kyle Lo|Leandro Von Werra|Leon Weber|Long Phan|Loubna Ben allal|Ludovic Tanguy|Manan Dey|Manuel Romero Muñoz|Maraim Masoud|María Grandury|Mario Šaško|Max Huang|Maximin Coavoux|Mayank Singh|Mike Tian-Jian Jiang|Minh Chien Vu|Mohammad A. Jauhar|Mustafa Ghaleb|Nishant Subramani|Nora Kassner|Nurulaqilla Khamis|Olivier Nguyen|Omar Espejel|Ona de Gibert|Paulo Villegas|Peter Henderson|Pierre Colombo|Priscilla Amuok|Quentin Lhoest|Rheza Harliman|Rishi Bommasani|Roberto Luis López|Rui Ribeiro|Salomey Osei|Sampo Pyysalo|Sebastian Nagel|Shamik Bose|Shamsuddeen Hassan Muhammad|Shanya Sharma|Shayne Longpre|Somaieh Nikpoor|Stanislav Silberberg|Suhas Pai|Sydney Zink|Tiago Timponi Torrent|Timo Schick|Tristan Thrush|Valentin Danchev|Vassilina Nikoulina|Veronika Laippala|Violette Lepercq|Vrinda Prabhu|Zaid Alyafeai|Zeerak Talat|Arun Raja|Benjamin Heinzerling|Chenglei Si|Davut Emre Taşar|Elizabeth Salesky|Sabrina J. Mielke|Wilson Y. Lee|Abheesht Sharma|Andrea Santilli|Antoine Chaffin|Arnaud Stiegler|Debajyoti Datta|Eliza Szczechla|Gunjan Chhablani|Han Wang|Harshit Pandey|Hendrik Strobelt|Jason Alan Fries|Jos Rozen|Leo Gao|Lintang Sutawika|M Saiful Bari|Maged S. Al-shaibani|Matteo Manica|Nihal Nayak|Ryan Teehan|Samuel Albanie|Sheng Shen|Srulik Ben-David|Stephen H. Bach|Taewoon Kim|Tali Bers|Thibault Fevry|Trishala Neeraj|Urmish Thakker|Vikas Raunak|Xiangru Tang|Zheng-Xin Yong|Zhiqing Sun|Shaked Brody|Yallow Uri|Hadar Tojarieh|Adam Roberts|Hyung Won Chung|Jaesung Tae|Jason Phang|Ofir Press|Conglong Li|Deepak Narayanan|Hatim Bourfoune|Jared Casper|Jeff Rasley|Max Ryabinin|Mayank Mishra|Minjia Zhang|Mohammad Shoeybi|Myriam Peyrounette|Nicolas Patry|Nouamane Tazi|Omar Sanseviero|Patrick von Platen|Pierre Cornette|Pierre François Lavallée|Rémi Lacroix|Samyam Rajbhandari|Sanchit Gandhi|Shaden Smith|Stéphane Requena|Suraj Patil|Tim Dettmers|Ahmed Baruwa|Amanpreet Singh|Anastasia Cheveleva|Anne-Laure Ligozat|Arjun Subramonian|Aurélie Névéol|Charles Lovering|Dan Garrette|Deepak Tunuguntla|Ehud Reiter|Ekaterina Taktasheva|Ekaterina Voloshina|Eli Bogdanov|Genta Indra Winata|Hailey Schoelkopf|Jan-Christoph Kalo|Jekaterina Novikova|Jessica Zosa Forde|Jordan Clive|Jungo Kasai|Ken Kawamura|Liam Hazan|Marine Carpuat|Miruna Clinciu|Najoung Kim|Newton Cheng|Oleg Serikov|Omer Antverg|Oskar van der Wal|Rui Zhang|Ruochen Zhang|Sebastian Gehrmann|Shachar Mirkin|Shani Pais|Tatiana Shavrina|Thomas Scialom|Tian Yun|Tomasz Limisiewicz|Verena Rieser|Vitaly Protasov|Vladislav Mikhailov|Yada Pruksachatkun|Yonatan Belinkov|Zachary Bamberger|Zdeněk Kasner|Alice Rueda|Amanda Pestana|Amir Feizpour|Ammar Khan|Amy Faranak|Ana Santos|Anthony Hevia|Antigona Unldreaj|Arash Aghagol|Arezoo Abdollahi|Aycha Tammour|Azadeh HajiHosseini|Bahareh Behroozi|Benjamin Ajibade|Bharat Saxena|Carlos Muñoz Ferrandis|Danish Contractor|David Lansky|Davis David|Douwe Kiela|Duong A. Nguyen|Edward Tan|Emi Baylor|Ezinwanne Ozoani|Fatima Mirza|Frankline Ononiwu|Habib Rezanejad|Hessie Jones|Indrani Bhattacharya|Irene Solaiman|Irina Sedenko|Isar Nejadgholi|Jesse Passmore|Josh Seltzer|Julio Bonis Sanz|Livia Dutra|Mairon Samagaio|Maraim Elbadri|Margot Mieskes|Marissa Gerchick|Martha Akinlolu|Michael McKenna|Mike Qiu|Muhammed Ghauri|Mykola Burynok|Nafis Abrar|Nazneen Rajani|Nour Elkott|Nour Fahmy|Olanrewaju Samuel|Ran An|Rasmus Kromann|Ryan Hao|Samira Alizadeh|Sarmad Shubber|Silas Wang|Sourav Roy|Sylvain Viguier|Thanh Le|Tobi Oyebade|Trieu Le|Yoyo Yang|Zach Nguyen|Abhinav Ramesh Kashyap|Alfredo Palasciano|Alison Callahan|Anima Shukla|Antonio Miranda-Escalada|Ayush Singh|Benjamin Beilharz|Bo Wang|Caio Brito|Chenxi Zhou|Chirag Jain|Chuxin Xu|Clémentine Fourrier|Daniel León Periñán|Daniel Molano|Dian Yu|Enrique Manjavacas|Fabio Barth|Florian Fuhrimann|Gabriel Altay|Giyaseddin Bayrak|Gully Burns|Helena U. Vrabec|Imane Bello|Ishani Dash|Jihyun Kang|John Giorgi|Jonas Golde|Jose David Posada|Karthik Rangasai Sivaraman|Lokesh Bulchandani|Lu Liu|Luisa Shinzato|Madeleine Hahn de Bykhovetz|Maiko Takeuchi|Marc Pàmies|Maria A Castillo|Marianna Nezhurina|Mario Sänger|Matthias Samwald|Michael Cullan|Michael Weinberg|Michiel De Wolf|Mina Mihaljcic|Minna Liu|Moritz Freidank|Myungsun Kang|Natasha Seelam|Nathan Dahlberg|Nicholas Michio Broad|Nikolaus Muellner|Pascale Fung|Patrick Haller|Ramya Chandrasekhar|Renata Eisenberg|Robert Martin|Rodrigo Canalli|Rosaline Su|Ruisi Su|Samuel Cahyawijaya|Samuele Garda|Shlok S Deshmukh|Shubhanshu Mishra|Sid Kiblawi|Simon Ott|Sinee Sang-aroonsiri|Srishti Kumar|Stefan Schweter|Sushil Bharati|Tanmay Laud|Théo Gigant|Tomoya Kainuma|Wojciech Kusa|Yanis Labrak|Yash Shailesh Bajaj|Yash Venkatraman|Yifan Xu|Yingxin Xu|Yu Xu|Zhe Tan|Zhongli Xie|Zifan Ye|Mathilde Bras|Younes Belkada|Thomas Wolf,http://arxiv.org/abs/2211.05100v2,http://arxiv.org/pdf/2211.05100v2
2211.07738v1,2022-11-14 20:33:27,"A survey of the European Open Science Cloud services for expanding the
  capacity and capabilities of multidisciplinary scientific applications",Amanda Calatrava|Hernán Asorey|Jan Astalos|Alberto Azevedo|Francesco Benincasa|Ignacio Blanquer|Martin Bobak|Francisco Brasileiro|Laia Codó|Laura del Cano|Borja Esteban|Meritxell Ferret|Josef Handl|Tobias Kerzenmacher|Valentin Kozlov|Aleš Křenek|Ricardo Martins|Manuel Pavesio|Antonio Juan Rubio-Montero|Juan Sánchez-Ferrero,http://arxiv.org/abs/2211.07738v1,http://arxiv.org/pdf/2211.07738v1
2212.04853v1,2022-12-09 13:46:20,Open Science in Lattice Gauge Theory community,Andreas Athenodorou|Ed Bennett|Julian Lenz|Elli Papadopoullou,http://arxiv.org/abs/2212.04853v1,http://arxiv.org/pdf/2212.04853v1
2212.09648v2,2022-12-20 02:04:13,NusaCrowd: Open Source Initiative for Indonesian NLP Resources,Samuel Cahyawijaya|Holy Lovenia|Alham Fikri Aji|Genta Indra Winata|Bryan Wilie|Rahmad Mahendra|Christian Wibisono|Ade Romadhony|Karissa Vincentio|Fajri Koto|Jennifer Santoso|David Moeljadi|Cahya Wirawan|Frederikus Hudi|Ivan Halim Parmonangan|Ika Alfina|Muhammad Satrio Wicaksono|Ilham Firdausi Putra|Samsul Rahmadani|Yulianti Oenang|Ali Akbar Septiandri|James Jaya|Kaustubh D. Dhole|Arie Ardiyanti Suryani|Rifki Afina Putri|Dan Su|Keith Stevens|Made Nindyatama Nityasya|Muhammad Farid Adilazuarda|Ryan Ignatius|Ryandito Diandaru|Tiezheng Yu|Vito Ghifari|Wenliang Dai|Yan Xu|Dyah Damapuspita|Cuk Tho|Ichwanul Muslim Karo Karo|Tirana Noor Fatyanosa|Ziwei Ji|Pascale Fung|Graham Neubig|Timothy Baldwin|Sebastian Ruder|Herry Sujaini|Sakriani Sakti|Ayu Purwarianti,http://arxiv.org/abs/2212.09648v2,http://arxiv.org/pdf/2212.09648v2
